C|2003125|15/10/2011|0|56,35|10,14|66,49|
V|0200158|07/10/2011|0|-18,15|-3,27|-21,42|
C|2003126|15/10/2011|0|38,14|6,86|45,00|
V|0200159|07/10/2011|0|-9,08|-1,64|-10,72|
C|2003127|15/10/2011|0|101,43|18,26|119,69|
V|0200160|07/10/2011|0|-62,89|-11,32|-74,21|
C|2003128|15/10/2011|0|107,82|19,41|127,23|
V|0200161|07/10/2011|0|-43,12|-7,76|-50,88|
C|2003129|15/10/2011|0|59,32|10,68|70,00|
V|0200162|07/10/2011|0|-23,84|-4,29|-28,13|
C|2003130|15/10/2011|0|75,42|13,57|88,99|
V|0200163|07/10/2011|0|-16,21|-2,92|-19,13|
C|2003131|15/10/2011|0|69,90|12,58|82,48|
V|0200164|07/10/2011|0|-33,40|-6,01|-39,41|
C|2003132|15/10/2011|0|101,70|18,31|120,01|
V|0200165|07/10/2011|0|-33,17|-5,97|-39,14|
C|2003133|15/10/2011|0|190,83|34,35|225,18|
V|0200166|07/10/2011|0|-89,44|-16,10|-105,54|
C|2003134|15/10/2011|0|50,85|9,15|60,00|
V|0200167|07/10/2011|0|-20,75|-3,74|-24,49|
V|0200168|07/10/2011|0|-22,59|-4,07|-26,66|
C|2003135|15/10/2011|0|25,42|4,58|30,00|
V|0200169|07/10/2011|0|-6,14|-1,10|-7,24|
V|0200170|07/10/2011|0|-6,09|-1,10|-7,19|
C|2003136|15/10/2011|0|34,73|6,25|40,98|
V|0200171|07/10/2011|0|-27,25|-4,90|-32,15|
C|2003137|15/10/2011|0|13,57|2,44|16,01|
V|0200172|07/10/2011|0|-32,42|-5,84|-38,26|
V|0200173|07/10/2011|0|-13,75|-2,47|-16,22|
C|2003138|15/10/2011|0|59,32|10,68|70,00|
V|0200174|07/10/2011|0|-33,47|-6,02|-39,49|
C|2003139|15/10/2011|0|50,85|9,15|60,00|
V|0200175|07/10/2011|0|-18,55|-3,34|-21,89|
V|0200176|07/10/2011|0|-4,96|-0,89|-5,85|
C|2003140|15/10/2011|0|45,14|8,12|53,26|
V|0200177|07/10/2011|0|-43,66|-7,86|-51,52|
C|2003141|15/10/2011|0|8,47|1,53|10,00|
V|0200178|07/10/2011|0|-14,89|-2,68|-17,57|
C|2003142|15/10/2011|0|68,64|12,36|81,00|
V|0200179|07/10/2011|0|-29,35|-5,28|-34,63|
V|0200180|07/10/2011|0|-0,26|-0,05|-0,31|
C|2003143|15/10/2011|0|77,32|13,92|91,24|
V|0200181|07/10/2011|0|-13,76|-2,48|-16,24|
C|2003144|15/10/2011|0|67,80|12,20|80,00|
V|0200182|07/10/2011|0|-22,35|-4,02|-26,37|
V|0200183|07/10/2011|0|-12,29|-2,21|-14,50|
C|2003145|15/10/2011|0|56,90|10,24|67,14|
